customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST_003627,Female,0,Yes,No,5,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,96.63,493.91,Yes
CUST_003628,Male,0,No,No,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,45.46,0.0,Yes
CUST_003629,Female,0,Yes,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),33.92,1243.76,No
CUST_003630,Female,0,No,No,28,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),79.38,2149.16,No
CUST_003631,Female,0,Yes,Yes,62,Yes,No,DSL,No,Yes,Yes,No,No,No,One year,No,Electronic check,84.58,5376.88,No
CUST_003632,Male,0,No,Yes,3,Yes,No phone service,Fiber optic,No,Yes,No,Yes,No,No,One year,No,Bank transfer (automatic),95.93,279.73,No
CUST_003633,Male,0,No,No,60,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,No,Electronic check,93.57,5643.9,No
CUST_003634,Female,0,Yes,No,32,Yes,No phone service,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,95.77,2994.62,Yes
CUST_003635,Female,0,No,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,33.7,1347.91,No
CUST_003636,Female,0,Yes,No,44,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Two year,No,Electronic check,101.78,4456.3,No
CUST_003637,Male,0,Yes,No,33,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),85.94,2741.07,No
CUST_003638,Male,0,No,No,47,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,81.13,3945.04,No
CUST_003639,Female,0,No,No,21,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),82.46,1670.7,Yes
CUST_003640,Male,0,Yes,Yes,10,Yes,No,DSL,No,No,No,Yes,No,Yes,Two year,Yes,Mailed check,69.67,716.1,No
CUST_003641,Female,1,Yes,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),40.1,239.85,No
CUST_003642,Male,0,Yes,Yes,4,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Mailed check,105.57,409.89,Yes
CUST_003643,Male,0,Yes,No,4,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),106.11,417.75,Yes
CUST_003644,Female,0,Yes,No,4,Yes,No phone service,Fiber optic,No,No,No,No,No,Yes,Two year,No,Bank transfer (automatic),90.22,358.23,Yes
CUST_003645,Female,0,No,No,27,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,78.18,2064.14,No
CUST_003646,Female,0,Yes,No,52,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),76.33,4092.1,No
CUST_003647,Female,0,No,No,12,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Mailed check,88.87,1050.8,No
CUST_003648,Male,0,Yes,Yes,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),52.77,790.81,No
CUST_003649,Male,1,No,No,35,Yes,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),83.86,2796.77,No
CUST_003650,Male,0,No,Yes,3,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),115.84,337.97,No
CUST_003651,Female,0,No,No,28,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Mailed check,101.93,2734.62,No
CUST_003652,Male,0,Yes,No,22,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,105.44,2414.46,No
CUST_003653,Female,0,No,Yes,38,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,89.96,3541.99,No
CUST_003654,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,35.77,34.99,Yes
CUST_003655,Female,1,No,No,14,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,62.22,870.02,No
CUST_003656,Female,0,No,No,6,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,118.75,700.01,No
CUST_003657,Male,0,Yes,No,4,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),50.4,207.18,No
CUST_003658,Female,0,No,No,29,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),40.5,1143.04,No
CUST_003659,Female,0,No,Yes,24,Yes,No,DSL,No,Yes,No,No,No,Yes,One year,Yes,Mailed check,81.61,2019.77,No
CUST_003660,Male,1,No,No,9,No,No phone service,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,75.28,655.83,Yes
CUST_003661,Female,0,No,No,69,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),98.31,6642.0,No
CUST_003662,Female,0,No,Yes,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),35.39,1985.32,No
CUST_003663,Female,0,No,No,55,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,112.87,6074.96,No
CUST_003664,Male,0,No,No,2,Yes,Yes,DSL,No,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),75.01,156.18,No
CUST_003665,Male,0,No,No,16,No,No phone service,Fiber optic,No,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),77.47,1194.33,No
CUST_003666,Female,0,Yes,Yes,64,No,No phone service,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,77.5,5025.34,No
CUST_003667,Male,0,No,No,15,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,95.94,1407.24,Yes
CUST_003668,Female,0,No,Yes,31,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,44.06,1341.38,Yes
CUST_003669,Female,1,Yes,No,0,No,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),67.42,0.0,Yes
CUST_003670,Female,0,Yes,No,8,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),104.89,845.23,Yes
CUST_003671,Female,0,No,Yes,0,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),112.12,0.0,Yes
CUST_003672,Female,0,No,Yes,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),40.51,1861.84,No
CUST_003673,Male,0,Yes,No,0,Yes,No,DSL,No,Yes,No,No,Yes,No,Two year,Yes,Electronic check,80.25,0.0,No
CUST_003674,Female,1,No,Yes,22,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,One year,Yes,Electronic check,104.25,2380.52,No
CUST_003675,Male,0,No,Yes,38,Yes,No,DSL,No,No,No,No,Yes,No,One year,No,Electronic check,72.71,2876.78,No
CUST_003676,Male,0,Yes,No,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,42.73,0.0,Yes
CUST_003677,Female,0,Yes,No,66,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,One year,No,Electronic check,101.78,6659.45,Yes
CUST_003678,Female,0,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,102.3,411.36,Yes
CUST_003679,Male,0,No,No,68,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,104.85,7227.41,No
CUST_003680,Male,0,Yes,No,17,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,70.35,1142.67,Yes
CUST_003681,Male,1,Yes,No,33,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,94.77,2992.2,Yes
CUST_003682,Female,0,Yes,Yes,0,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,99.99,0.0,Yes
CUST_003683,Male,1,No,No,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,39.39,1095.41,No
CUST_003684,Female,0,Yes,No,64,Yes,No phone service,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Electronic check,85.23,5539.19,No
CUST_003685,Female,0,No,Yes,55,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,52.52,2800.85,No
CUST_003686,Female,0,Yes,No,36,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),87.34,3083.01,No
CUST_003687,Male,0,No,No,15,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),84.24,1251.93,No
CUST_003688,Female,0,Yes,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),32.62,63.8,Yes
CUST_003689,Female,1,No,No,8,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),111.2,879.39,No
CUST_003690,Female,1,No,No,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),56.25,812.33,No
CUST_003691,Female,1,Yes,No,17,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.02,307.66,Yes
CUST_003692,Female,0,Yes,Yes,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),48.33,468.66,No
CUST_003693,Male,1,No,No,15,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Mailed check,64.4,944.02,Yes
CUST_003694,Female,0,Yes,Yes,32,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,84.07,2768.22,Yes
CUST_003695,Female,0,No,Yes,58,Yes,Yes,DSL,Yes,No,No,No,No,No,Two year,Yes,Electronic check,86.29,5130.75,No
CUST_003696,Male,0,Yes,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,33.13,1084.15,No
CUST_003697,Female,0,Yes,Yes,26,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),110.19,2996.85,No
CUST_003698,Male,0,No,Yes,53,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),108.59,5703.13,No
CUST_003699,Female,0,No,Yes,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,45.29,87.0,Yes
CUST_003700,Male,1,No,No,56,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Mailed check,107.64,6219.83,No
CUST_003701,Male,0,Yes,Yes,49,No,No phone service,DSL,No,No,No,No,Yes,No,Two year,Yes,Electronic check,56.74,2803.4,No
CUST_003702,Female,0,Yes,No,17,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,93.7,1672.51,No
CUST_003703,Female,1,No,Yes,39,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,92.34,3543.44,No
CUST_003704,Female,0,Yes,No,44,No,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Electronic check,87.74,4004.99,No
CUST_003705,Male,1,Yes,No,21,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,80.15,1743.76,Yes
CUST_003706,Male,0,Yes,No,15,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),68.92,1083.77,Yes
CUST_003707,Male,0,Yes,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),40.3,2112.56,No
CUST_003708,Female,0,No,No,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),45.21,1660.18,No
CUST_003709,Male,0,No,No,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,37.47,1873.03,Yes
CUST_003710,Male,0,No,No,46,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,One year,Yes,Mailed check,92.6,4157.76,No
CUST_003711,Female,0,No,Yes,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),40.72,2226.48,No
CUST_003712,Male,0,No,No,18,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Mailed check,102.27,1927.47,Yes
CUST_003713,Male,1,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,29.1,489.69,No
CUST_003714,Female,0,No,No,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,39.04,2237.01,No
CUST_003715,Male,0,Yes,No,54,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),43.11,2387.66,Yes
CUST_003716,Female,0,Yes,No,9,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,76.87,717.16,Yes
CUST_003717,Female,0,No,No,34,No,No phone service,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,91.63,3195.6,Yes
CUST_003718,Female,0,Yes,No,13,Yes,No phone service,Fiber optic,No,No,Yes,No,Yes,No,Two year,No,Electronic check,99.54,1278.72,No
CUST_003719,Female,1,Yes,No,60,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,83.76,4911.39,Yes
CUST_003720,Female,0,No,No,54,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Electronic check,103.51,5703.15,No
CUST_003721,Male,0,No,Yes,32,Yes,No,DSL,Yes,No,No,No,No,Yes,One year,No,Mailed check,79.63,2443.05,No
CUST_003722,Male,0,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,38.15,480.31,No
CUST_003723,Female,0,Yes,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,30.49,116.23,No
CUST_003724,Female,0,No,No,15,No,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),102.78,1508.35,Yes
CUST_003725,Male,0,No,Yes,67,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Mailed check,86.94,5715.66,No
CUST_003726,Female,0,No,Yes,49,Yes,No phone service,DSL,No,No,Yes,No,No,Yes,One year,Yes,Credit card (automatic),91.37,4653.26,No
CUST_003727,Female,0,Yes,No,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,31.36,2123.88,No
CUST_003728,Female,0,Yes,Yes,21,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Two year,No,Bank transfer (automatic),79.72,1705.25,Yes
CUST_003729,Male,0,Yes,No,42,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,98.84,4274.56,No
CUST_003730,Male,0,Yes,Yes,19,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,18.25,351.54,Yes
CUST_003731,Female,0,Yes,Yes,2,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,118.75,231.85,Yes
CUST_003732,Female,1,Yes,No,63,Yes,No phone service,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),94.69,6238.21,No
CUST_003733,Male,0,No,Yes,12,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),83.48,965.3,No
CUST_003734,Male,0,No,No,66,Yes,No phone service,DSL,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,77.02,4883.46,No
CUST_003735,Female,0,No,No,20,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),101.85,1983.86,Yes
CUST_003736,Female,1,Yes,No,27,No,No phone service,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),60.29,1685.84,No
CUST_003737,Male,1,Yes,No,22,No,No phone service,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),68.29,1493.81,No
CUST_003738,Male,1,Yes,No,67,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),97.5,6464.71,No
CUST_003739,Male,0,Yes,No,30,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),117.91,3460.72,No
CUST_003740,Female,0,Yes,Yes,3,Yes,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),106.61,334.53,No
CUST_003741,Male,0,No,Yes,14,Yes,No phone service,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),100.08,1439.12,No
CUST_003742,Female,0,No,No,16,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Two year,Yes,Mailed check,87.73,1356.73,No
CUST_003743,Male,0,No,No,32,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,No,Credit card (automatic),86.45,2724.46,No
CUST_003744,Male,0,No,No,32,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),111.67,3523.65,No
CUST_003745,Male,0,No,Yes,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,39.78,928.38,Yes
CUST_003746,Male,0,No,No,49,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,106.88,5042.18,No
CUST_003747,Female,0,No,No,4,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),103.82,429.31,Yes
CUST_003748,Female,0,No,No,33,No,No phone service,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,76.22,2520.42,No
CUST_003749,Male,1,No,Yes,11,Yes,No,DSL,No,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),92.0,997.33,No
CUST_003750,Female,0,No,Yes,57,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,One year,No,Bank transfer (automatic),78.92,4300.88,No
CUST_003751,Male,0,Yes,Yes,53,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Electronic check,95.17,4919.09,No
CUST_003752,Male,0,No,Yes,2,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,98.9,202.25,Yes
CUST_003753,Male,0,No,No,1,No,No phone service,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),70.61,73.4,Yes
CUST_003754,Male,0,No,Yes,63,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,107.79,7056.81,No
CUST_003755,Female,0,Yes,No,19,Yes,No phone service,DSL,No,No,No,No,Yes,No,Two year,No,Mailed check,76.29,1422.36,No
CUST_003756,Male,0,Yes,No,27,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Mailed check,102.94,2837.38,No
CUST_003757,Male,0,No,No,30,Yes,No phone service,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Electronic check,88.94,2574.08,No
CUST_003758,Female,1,No,No,44,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,22.68,976.41,No
CUST_003759,Male,0,Yes,No,18,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,84.86,1529.92,No
CUST_003760,Male,0,No,No,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),46.89,1349.13,No
CUST_003761,Male,0,No,Yes,22,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),33.48,766.81,No
CUST_003762,Female,1,Yes,Yes,18,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No,No,No,One year,No,Electronic check,99.46,1869.46,Yes
CUST_003763,Male,0,No,Yes,15,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),107.52,1558.37,Yes
CUST_003764,Female,0,Yes,Yes,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),40.3,1923.16,Yes
CUST_003765,Male,1,No,No,35,Yes,No,DSL,No,No,No,Yes,No,No,Two year,No,Mailed check,65.07,2317.48,No
CUST_003766,Male,1,No,No,32,Yes,No,DSL,Yes,No,No,No,No,No,One year,Yes,Bank transfer (automatic),61.19,2007.55,No
CUST_003767,Female,1,No,Yes,17,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,One year,No,Electronic check,90.69,1542.47,No
CUST_003768,Male,0,No,No,41,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),92.13,3610.0,No
CUST_003769,Male,0,Yes,No,15,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,One year,No,Electronic check,70.12,1083.5,No
CUST_003770,Female,1,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,28.62,207.59,No
CUST_003771,Female,0,No,Yes,59,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),99.6,6106.16,No
CUST_003772,Female,0,No,Yes,50,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,48.26,2503.62,No
CUST_003773,Female,0,Yes,No,46,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,61.6,2905.53,Yes
CUST_003774,Female,0,Yes,Yes,32,Yes,No phone service,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),92.66,2940.11,No
CUST_003775,Male,1,No,No,27,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,95.6,2498.55,No
CUST_003776,Female,0,No,No,4,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),118.75,457.5,No
CUST_003777,Male,0,Yes,No,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),42.08,945.06,No
CUST_003778,Male,1,No,No,50,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,78.56,4037.39,No
CUST_003779,Male,0,No,Yes,60,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),89.13,5429.13,No
CUST_003780,Female,0,No,No,9,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),37.09,336.24,No
CUST_003781,Female,0,No,Yes,13,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),118.75,1557.59,No
CUST_003782,Male,0,No,No,54,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),92.43,4774.33,No
CUST_003783,Female,0,No,Yes,0,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,No,Electronic check,105.62,0.0,Yes
CUST_003784,Female,0,Yes,No,48,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,One year,No,Electronic check,104.3,4841.4,Yes
CUST_003785,Female,0,No,Yes,2,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),114.82,228.59,Yes
CUST_003786,Female,0,No,No,0,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),103.1,0.0,Yes
CUST_003787,Male,0,No,No,22,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),100.73,2178.56,No
CUST_003788,Male,0,No,No,20,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,78.82,1635.61,No
CUST_003789,Female,0,Yes,Yes,31,Yes,No,DSL,No,No,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),76.52,2276.78,No
CUST_003790,Male,0,Yes,No,68,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,No,Mailed check,111.36,7621.96,No
CUST_003791,Female,0,No,No,12,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),112.47,1317.54,Yes
CUST_003792,Female,0,Yes,No,52,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,80.81,4147.88,Yes
CUST_003793,Male,0,No,No,22,Yes,No,DSL,No,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),71.06,1532.0,No
CUST_003794,Male,0,Yes,No,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,52.05,1692.23,No
CUST_003795,Male,1,Yes,Yes,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),44.85,1030.02,No
CUST_003796,Female,0,Yes,No,2,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,118.75,236.78,Yes
CUST_003797,Male,0,No,No,31,Yes,Yes,DSL,No,No,No,No,Yes,No,Two year,No,Credit card (automatic),90.3,2896.4,No
CUST_003798,Female,0,No,No,27,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,111.74,3147.44,No
CUST_003799,Male,1,No,No,16,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,83.79,1303.95,Yes
CUST_003800,Male,0,No,No,25,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Electronic check,84.48,2195.95,No
CUST_003801,Female,0,Yes,No,62,No,No phone service,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),82.89,4906.92,No
CUST_003802,Female,0,Yes,Yes,27,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,One year,Yes,Electronic check,83.86,2341.2,Yes
