gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Female,0,0,1,17,1,No,Fiber optic,No,Yes,No,No,Yes,No,One year,1,Credit card (automatic),98.74,1740.26,0
Male,1,1,1,4,0,No phone service,Fiber optic,No,Yes,No,No,No,No,Month-to-month,0,Electronic check,72.59,293.81,1
Female,0,0,1,24,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),32.53,743.29,0
Female,0,1,0,20,1,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,87.67,1830.03,1
Female,0,0,0,9,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Mailed check,31.88,275.68,0
Female,0,0,1,47,1,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,1,Bank transfer (automatic),92.6,4460.43,0
Female,0,0,0,17,0,No phone service,Fiber optic,Yes,No,No,Yes,No,No,One year,0,Electronic check,79.33,1396.44,1
Male,1,0,0,9,1,No,Fiber optic,No,No,Yes,No,No,No,Two year,0,Electronic check,89.55,818.02,0
Male,0,0,0,4,1,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Mailed check,91.47,350.18,1
Male,0,1,0,13,1,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Bank transfer (automatic),112.21,1468.47,1
Female,0,0,0,17,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Bank transfer (automatic),48.78,825.35,0
Male,0,0,1,5,1,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Credit card (automatic),93.88,481.56,1
Male,0,0,0,15,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Electronic check,31.33,459.08,1
Male,0,1,0,34,1,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,0,Electronic check,98.5,3414.46,1
Male,1,0,0,19,0,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Bank transfer (automatic),18.25,336.44,0
Male,0,1,0,5,1,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,0,Electronic check,78.53,400.85,1
Female,0,0,0,22,1,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Mailed check,109.14,2344.02,1
Male,0,1,0,47,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),49.29,2429.44,0
Female,0,1,0,3,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Bank transfer (automatic),36.54,114.29,1
Female,1,0,0,16,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),48.45,775.8,0
Female,0,0,0,71,1,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,0,Bank transfer (automatic),86.27,6248.65,0
Female,1,0,0,26,1,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,0,Mailed check,97.9,2625.52,1
Female,0,0,0,65,0,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,0,Electronic check,59.71,3952.11,0
Male,0,0,1,16,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,91.31,1506.78,0
Male,1,0,0,4,1,No phone service,DSL,No,No,No,Yes,Yes,Yes,Two year,0,Electronic check,89.7,351.93,0
Male,0,0,0,44,0,No phone service,DSL,No,No,No,Yes,No,Yes,Month-to-month,0,Bank transfer (automatic),61.99,2624.32,0
Female,0,0,1,26,1,Yes,Fiber optic,Yes,Yes,No,No,No,No,Two year,0,Bank transfer (automatic),106.56,2666.27,0
Male,0,1,0,18,1,Yes,Fiber optic,Yes,No,No,No,No,No,One year,1,Mailed check,94.73,1729.73,0
Male,0,1,0,15,1,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,1,Credit card (automatic),90.05,1346.66,0
Female,0,0,0,45,0,No phone service,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,1,Credit card (automatic),103.03,4784.12,0
Female,0,0,1,25,1,No phone service,DSL,No,No,No,No,No,No,Two year,1,Electronic check,75.13,1795.34,1
Female,0,1,0,31,1,Yes,DSL,No,No,No,No,No,No,One year,1,Mailed check,79.8,2485.04,0
Female,0,1,1,5,1,No,Fiber optic,No,No,No,No,Yes,No,One year,0,Mailed check,101.19,488.69,1
Male,1,0,0,19,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,0,Electronic check,90.64,1757.39,1
Female,0,1,0,58,0,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Bank transfer (automatic),77.12,4394.35,0
Female,0,0,0,56,1,Yes,DSL,No,No,No,No,Yes,Yes,Two year,1,Credit card (automatic),97.08,5294.09,0
Male,1,0,0,27,1,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,0,Mailed check,118.75,3048.53,0
Male,0,1,1,5,1,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,1,Electronic check,97.53,488.22,1
Female,0,0,0,27,1,No,DSL,Yes,No,No,No,No,No,Two year,1,Electronic check,65.09,1775.53,0
Male,0,0,0,55,1,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,0,Bank transfer (automatic),91.03,5105.9,0
Female,0,0,1,2,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Bank transfer (automatic),49.43,103.67,1
Female,0,1,0,37,1,No,DSL,Yes,No,Yes,No,No,No,One year,0,Mailed check,82.08,3056.85,0
Male,0,1,0,26,0,No phone service,DSL,No,No,No,No,No,No,Month-to-month,0,Bank transfer (automatic),48.82,1288.65,0
Male,0,0,0,56,1,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,0,Mailed check,79.41,4487.92,0
Female,0,1,1,33,1,No,Fiber optic,No,No,No,No,Yes,No,One year,1,Electronic check,96.39,3240.78,0
Female,0,1,0,14,1,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,0,Electronic check,84.32,1230.27,1
Female,0,1,0,38,1,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,0,Mailed check,74.53,2964.09,1
Male,0,1,1,7,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),48.24,340.42,0
Female,1,1,1,17,1,No,DSL,No,No,No,No,No,Yes,Month-to-month,1,Credit card (automatic),73.25,1256.27,0
Female,0,1,1,14,0,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,One year,0,Electronic check,103.9,1502.56,0
Female,0,0,0,59,0,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Credit card (automatic),22.56,1266.59,0
Female,0,0,0,50,1,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,0,Electronic check,73.08,3541.78,0
Female,1,1,0,15,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,1,Bank transfer (automatic),117.21,1701.05,0
Male,1,0,1,37,0,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Mailed check,60.35,2137.42,1
Female,0,1,0,65,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Bank transfer (automatic),34.12,2186.7,0
Female,0,0,0,59,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,40.28,2436.42,0
Female,0,1,1,20,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,1,Mailed check,115.24,2326.8,1
Female,0,1,0,41,1,No phone service,DSL,No,No,Yes,No,No,No,Two year,0,Electronic check,68.92,2760.05,0
Male,0,0,1,60,1,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,0,Electronic check,107.0,6671.48,0
Male,0,1,0,14,0,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Electronic check,27.09,372.14,0
Male,0,0,0,5,0,No phone service,DSL,No,No,No,Yes,Yes,No,Two year,0,Bank transfer (automatic),71.44,358.03,1
Female,0,1,0,34,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),43.18,1401.04,1
Female,0,1,0,71,0,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.47,1429.5,0
Male,0,0,0,4,0,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,0,Mailed check,63.53,266.25,1
Male,1,0,1,20,1,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),31.18,648.0,0
Male,0,1,0,22,1,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,0,Electronic check,71.89,1567.13,1
Female,0,1,0,1,1,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,1,Electronic check,102.11,98.61,1
Female,0,1,0,30,1,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,1,Credit card (automatic),98.49,2896.39,0
Male,0,0,1,2,1,No,Fiber optic,Yes,Yes,No,No,No,No,One year,1,Bank transfer (automatic),93.14,194.03,1
Male,0,0,1,68,1,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,1,Electronic check,93.65,6670.03,1
Male,0,1,0,41,0,No phone service,Fiber optic,Yes,No,Yes,No,Yes,No,One year,1,Electronic check,90.15,3533.48,0
Female,0,0,1,16,0,No phone service,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,0,Electronic check,94.88,1462.26,0
Female,1,1,1,62,1,Yes,Fiber optic,Yes,No,No,Yes,No,No,Two year,1,Mailed check,98.09,6276.84,0
Female,0,1,0,26,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Credit card (automatic),44.38,1116.01,0
Male,1,1,0,2,1,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,0,Bank transfer (automatic),107.25,212.07,1
Male,0,0,0,2,1,Yes,Fiber optic,No,Yes,Yes,No,No,No,Two year,1,Electronic check,106.28,202.71,0
Female,1,1,0,6,1,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,1,Bank transfer (automatic),87.45,509.35,1
Male,0,0,0,30,1,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,0,Bank transfer (automatic),80.51,2337.3,1
Female,0,0,1,62,1,No phone service,DSL,Yes,No,No,No,No,Yes,Month-to-month,0,Credit card (automatic),70.67,4520.16,1
Male,0,1,0,15,1,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Mailed check,111.66,1601.17,0
Male,0,1,0,27,0,No phone service,Fiber optic,No,Yes,No,No,Yes,No,One year,0,Credit card (automatic),79.2,2158.91,0
Male,0,1,0,70,1,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,0,Credit card (automatic),113.95,8043.75,0
Male,0,0,0,33,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Electronic check,32.83,1132.05,0
Female,0,0,1,27,1,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,1,Credit card (automatic),106.51,2760.7,0
Male,0,1,1,19,1,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,0,Electronic check,114.77,2211.57,0
Female,0,1,0,53,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Electronic check,32.75,1780.87,0
Female,1,1,0,26,1,No phone service,Fiber optic,No,Yes,No,Yes,No,No,Two year,0,Electronic check,98.45,2433.81,0
Female,0,1,1,4,1,Yes,Fiber optic,Yes,No,No,No,Yes,No,Two year,0,Credit card (automatic),108.4,440.0,1
Male,0,0,1,19,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,43.84,800.87,0
Female,0,1,0,20,1,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,0,Electronic check,103.71,2101.2,1
Female,0,1,0,27,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Electronic check,27.22,719.27,0
Female,0,0,0,3,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Electronic check,42.05,121.22,1
Male,0,1,1,26,1,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,1,Electronic check,112.29,2906.63,1
Male,0,0,0,62,1,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,0,Electronic check,99.54,6247.56,0
Female,0,1,0,19,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Electronic check,45.86,855.39,1
Male,1,0,0,34,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Electronic check,41.63,1419.29,0
Female,0,1,1,58,0,No phone service,DSL,No,No,No,No,Yes,No,One year,1,Electronic check,62.38,3570.77,0
Female,0,0,0,8,1,No,Fiber optic,No,No,No,No,Yes,Yes,One year,0,Mailed check,103.34,863.04,0
Male,0,1,0,20,1,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,1,Bank transfer (automatic),111.01,2241.49,0
Female,0,0,1,5,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Electronic check,45.91,225.53,0
Male,0,1,1,31,1,No,DSL,No,No,Yes,No,Yes,No,Two year,0,Electronic check,71.75,2161.33,0
Male,0,0,0,13,1,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,1,Bank transfer (automatic),102.56,1343.61,0
Female,1,1,0,63,1,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,1,Bank transfer (automatic),105.51,6966.48,0
Male,0,0,0,51,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),88.06,4481.68,0
Male,0,0,0,11,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Credit card (automatic),39.04,447.12,1
Female,0,0,0,63,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Electronic check,34.14,2157.32,0
Female,0,0,1,5,1,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,0,Electronic check,80.83,416.44,1
Male,0,1,0,33,0,No phone service,DSL,Yes,Yes,Yes,No,Yes,No,One year,1,Bank transfer (automatic),76.36,2542.49,0
Male,0,1,0,16,1,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,1,Electronic check,96.37,1554.98,1
Female,0,0,0,62,1,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,1,Electronic check,98.9,6083.6,0
Male,0,1,1,16,1,No,Fiber optic,No,No,No,Yes,No,No,Two year,1,Mailed check,89.82,1463.97,0
Male,0,1,1,28,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,1,Bank transfer (automatic),118.75,3322.99,0
Male,0,1,0,19,1,Yes,DSL,Yes,No,Yes,No,No,Yes,One year,0,Bank transfer (automatic),102.54,2015.47,0
Male,0,1,1,70,1,Yes,DSL,No,No,Yes,Yes,No,No,One year,1,Electronic check,85.91,6267.71,0
Male,0,0,1,29,1,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,1,Bank transfer (automatic),85.96,2490.68,1
Male,1,0,1,11,1,No,Fiber optic,No,No,No,Yes,No,No,Two year,0,Mailed check,92.56,994.04,1
Male,0,0,1,52,1,No,Fiber optic,Yes,Yes,Yes,No,No,No,One year,0,Mailed check,101.97,5275.78,0
Female,0,1,0,14,1,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,1,Bank transfer (automatic),87.09,1244.16,0
Female,0,0,0,31,1,No phone service,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,57.19,1773.37,0
Female,0,0,1,0,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Mailed check,45.26,0.0,1
Female,0,0,0,42,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,48.72,1949.43,1
Female,0,0,0,9,1,No phone service,DSL,No,Yes,No,Yes,Yes,No,One year,1,Electronic check,83.94,731.57,1
Male,0,0,0,31,1,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,0,Credit card (automatic),95.69,3067.51,0
Male,1,1,0,47,1,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,One year,1,Bank transfer (automatic),94.42,4555.01,0
Male,1,1,0,22,1,Yes,DSL,No,No,No,No,Yes,Yes,One year,0,Bank transfer (automatic),95.34,2010.17,0
Male,0,1,1,38,1,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,1,Bank transfer (automatic),103.03,3760.96,1
Female,0,0,0,63,1,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,1,Electronic check,97.25,6392.55,0
Male,0,0,0,50,1,No,Fiber optic,No,No,No,No,No,Yes,One year,0,Electronic check,98.58,5075.62,0
Male,0,0,0,19,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Bank transfer (automatic),37.0,696.4,0
Female,0,0,0,57,1,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,1,Credit card (automatic),111.42,6651.12,0
Male,0,0,0,46,1,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),118.75,5720.89,1
Male,0,0,0,18,0,No phone service,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,1,Electronic check,85.75,1620.32,1
Female,0,0,0,19,1,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,1,Credit card (automatic),85.73,1609.29,0
Male,0,1,0,60,1,No phone service,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,0,Bank transfer (automatic),105.85,6371.86,0
Male,0,1,1,29,1,Yes,DSL,No,No,Yes,No,No,No,One year,1,Bank transfer (automatic),79.93,2352.98,0
Male,0,1,1,34,1,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,1,Mailed check,82.45,2892.58,0
Male,0,1,0,7,1,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,0,Bank transfer (automatic),85.96,583.32,1
Male,0,0,1,21,1,Yes,DSL,No,No,Yes,Yes,No,No,One year,1,Credit card (automatic),87.55,1806.79,0
Female,0,1,0,6,1,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,0,Mailed check,108.26,640.3,1
Female,0,0,0,38,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Bank transfer (automatic),34.6,1358.8,0
Female,0,1,0,32,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),42.4,1353.78,0
Female,0,1,0,24,1,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,0,Credit card (automatic),101.89,2464.64,0
Female,0,0,0,47,1,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,0,Credit card (automatic),92.01,4446.46,1
Female,0,0,1,51,1,Yes,DSL,Yes,No,Yes,No,Yes,No,Two year,1,Mailed check,92.59,4786.96,0
Male,0,1,0,22,1,No,DSL,No,No,Yes,No,Yes,No,One year,1,Credit card (automatic),79.06,1811.3,0
Female,0,0,0,5,1,Yes,DSL,No,Yes,Yes,Yes,No,No,One year,1,Electronic check,96.8,467.24,1
Female,0,1,0,4,1,No,Fiber optic,No,No,Yes,No,No,Yes,Two year,0,Electronic check,102.2,407.64,0
Male,0,0,0,15,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Electronic check,43.32,642.51,0
Male,0,0,0,35,1,No,Fiber optic,Yes,Yes,Yes,No,No,No,Two year,1,Mailed check,95.65,3453.51,0
Female,1,1,0,0,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Bank transfer (automatic),27.45,0.0,0
Male,0,0,0,48,1,No,Fiber optic,No,No,No,Yes,No,No,One year,1,Mailed check,88.85,4444.44,0
Female,0,0,0,3,1,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,One year,0,Credit card (automatic),118.75,348.43,1
Male,0,0,0,20,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Electronic check,36.22,706.03,1
Female,0,0,1,13,1,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,0,Credit card (automatic),108.75,1425.97,0
Male,0,1,0,67,0,No phone service,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,0,Bank transfer (automatic),92.57,5922.88,1
Male,0,0,0,60,1,No,DSL,No,No,No,No,Yes,No,Two year,0,Electronic check,78.0,4754.88,0
Female,0,0,0,1,1,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,1,Mailed check,89.89,92.29,0
Female,0,0,1,14,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Bank transfer (automatic),31.48,430.25,0
Female,0,1,0,30,1,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,0,Credit card (automatic),91.55,2707.11,0
Female,0,0,0,71,1,Yes,Fiber optic,No,No,No,No,No,No,Two year,1,Bank transfer (automatic),98.49,7108.29,0
Female,1,0,0,25,1,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Credit card (automatic),81.54,2050.19,0
Male,0,0,0,29,1,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,1,Bank transfer (automatic),114.28,3356.45,0
Female,0,1,1,1,1,No,DSL,No,No,Yes,No,Yes,Yes,Two year,0,Mailed check,87.3,87.83,0
Female,0,1,0,16,1,No,DSL,No,Yes,No,No,Yes,Yes,One year,1,Bank transfer (automatic),88.21,1411.04,0
Male,0,1,0,17,0,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,One year,0,Bank transfer (automatic),99.27,1608.3,0
Male,1,1,0,38,1,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,1,Mailed check,98.65,3700.81,0
Female,1,0,0,2,1,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,92.69,187.3,0
Male,0,0,1,13,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Bank transfer (automatic),50.65,678.16,1
Male,0,0,0,54,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),37.03,2072.13,0
Female,0,0,0,8,1,Yes,Fiber optic,No,No,No,No,No,No,Two year,0,Credit card (automatic),99.2,782.63,0
Male,0,1,1,2,1,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,1,Mailed check,87.5,178.49,1
Male,0,1,0,16,1,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,0,Bank transfer (automatic),78.21,1199.11,0
Female,1,0,0,18,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),28.19,500.43,0
Female,1,0,0,35,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),46.87,1584.54,0
Male,1,0,0,40,1,Yes,Fiber optic,No,No,No,No,No,No,Two year,1,Mailed check,105.86,4221.71,0
Male,0,1,0,7,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),82.09,582.7,0
Female,0,0,0,2,0,No phone service,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,1,Credit card (automatic),75.6,157.87,1
Male,0,1,0,2,1,No,Fiber optic,No,No,Yes,Yes,No,No,Two year,1,Bank transfer (automatic),98.62,204.03,1
Male,0,0,1,37,1,No phone service,Fiber optic,Yes,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),91.63,3276.48,0
Male,0,0,0,37,1,Yes,Fiber optic,No,No,No,No,No,No,One year,0,Electronic check,97.74,3711.5,1
Female,0,0,0,10,1,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,0,Bank transfer (automatic),88.26,889.47,0
Male,0,1,1,48,1,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,0,Electronic check,91.3,4522.34,1
Male,0,0,0,4,1,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,One year,0,Credit card (automatic),110.29,440.14,0
Female,1,1,0,43,1,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,0,Electronic check,90.35,3769.15,0
Male,1,1,0,38,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Electronic check,39.6,1441.22,0
Male,1,0,1,25,1,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,0,Electronic check,102.84,2510.92,0
Female,0,1,0,21,1,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,1,Mailed check,98.52,2005.64,0
Female,0,0,0,55,1,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,1,Electronic check,69.5,3864.58,0
Female,0,1,0,21,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,0,Electronic check,118.5,2524.49,1
Female,0,0,0,0,1,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,1,Mailed check,101.41,0.0,1
Male,1,0,0,1,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,1,Mailed check,117.24,116.71,1
Male,1,1,1,13,1,No phone service,Fiber optic,Yes,No,No,No,Yes,No,Two year,0,Electronic check,111.14,1497.72,0
Female,0,0,0,36,1,Yes,Fiber optic,No,Yes,Yes,No,No,No,Two year,0,Electronic check,105.97,3679.18,0
Female,0,0,1,62,1,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,0,Mailed check,118.75,7074.26,0
Male,0,0,0,67,0,No phone service,Fiber optic,No,Yes,No,No,Yes,No,One year,0,Credit card (automatic),75.89,4867.06,0
Female,0,0,1,49,1,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,1,Mailed check,94.05,4597.31,0
Male,1,0,0,17,1,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,0,Mailed check,99.54,1739.72,0
Female,0,1,0,13,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Mailed check,82.08,1085.14,0
Male,0,1,0,16,1,No phone service,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,0,Electronic check,104.95,1610.05,1
Female,0,1,0,28,1,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,1,Credit card (automatic),77.73,2177.35,0
Female,0,0,1,17,1,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,79.47,1288.97,1
Male,0,0,0,2,1,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Two year,1,Electronic check,102.29,196.96,1
Female,1,0,0,24,1,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,0,Electronic check,75.16,1751.39,1
Male,0,0,0,29,1,No,Fiber optic,No,No,No,Yes,Yes,No,One year,0,Credit card (automatic),101.49,2922.16,0
Male,0,0,1,3,1,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,1,Mailed check,84.52,250.17,0
Male,0,1,1,13,1,Yes,Fiber optic,No,No,Yes,No,No,No,One year,0,Bank transfer (automatic),105.95,1402.27,0
Male,0,1,0,2,1,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Electronic check,35.86,73.59,1
Male,0,0,0,39,1,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,1,Bank transfer (automatic),89.79,3644.42,0
Female,0,1,0,37,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Electronic check,27.4,1024.67,0
